Frame,ID,X,Y,Width,Height
0,0,635.6708374023438,591.8485107421875,90.322021484375,32.7547607421875
0,1,NaN,NaN,NaN,NaN
0,2,NaN,NaN,NaN,NaN
0,3,NaN,NaN,NaN,NaN
0,4,NaN,NaN,NaN,NaN
0,5,NaN,NaN,NaN,NaN
0,6,NaN,NaN,NaN,NaN
0,7,NaN,NaN,NaN,NaN
0,8,NaN,NaN,NaN,NaN
0,9,NaN,NaN,NaN,NaN
0,10,NaN,NaN,NaN,NaN
0,11,NaN,NaN,NaN,NaN
0,12,NaN,NaN,NaN,NaN
0,13,NaN,NaN,NaN,NaN
0,14,NaN,NaN,NaN,NaN
1,0,639.3924560546875,590.4710693359375,106.514892578125,26.53399658203125
1,1,671.85302734375,212.70660400390625,13.41082763671875,20.696853637695312
1,2,369.41131591796875,98.78819274902344,11.856109619140625,15.877235412597656
1,3,641.1904296875,611.42236328125,41.78778076171875,20.46246337890625
1,4,NaN,NaN,NaN,NaN
1,5,NaN,NaN,NaN,NaN
1,6,NaN,NaN,NaN,NaN
1,7,NaN,NaN,NaN,NaN
1,8,NaN,NaN,NaN,NaN
1,9,NaN,NaN,NaN,NaN
1,10,NaN,NaN,NaN,NaN
1,11,NaN,NaN,NaN,NaN
1,12,NaN,NaN,NaN,NaN
1,13,NaN,NaN,NaN,NaN
1,14,NaN,NaN,NaN,NaN
2,0,641.3377685546875,590.111083984375,114.8494873046875,24.924072265625
2,1,672.169677734375,215.2598419189453,13.4012451171875,20.048065185546875
2,2,369.347412109375,98.78057861328125,11.9820556640625,15.947235107421875
2,3,641.17236328125,611.4339599609375,41.73114013671875,20.43048095703125
2,4,NaN,NaN,NaN,NaN
2,5,NaN,NaN,NaN,NaN
2,6,NaN,NaN,NaN,NaN
2,7,NaN,NaN,NaN,NaN
2,8,NaN,NaN,NaN,NaN
2,9,NaN,NaN,NaN,NaN
2,10,NaN,NaN,NaN,NaN
2,11,NaN,NaN,NaN,NaN
2,12,NaN,NaN,NaN,NaN
2,13,NaN,NaN,NaN,NaN
2,14,NaN,NaN,NaN,NaN
3,0,642.166259765625,590.0040283203125,118.38299560546875,24.49774169921875
3,1,672.3990478515625,217.56735229492188,13.22845458984375,18.957107543945312
3,2,369.33233642578125,98.72154998779297,11.937896728515625,15.846710205078125
3,3,641.15576171875,611.4280395507812,41.69537353515625,20.4158935546875
3,4,NaN,NaN,NaN,NaN
3,5,NaN,NaN,NaN,NaN
3,6,NaN,NaN,NaN,NaN
3,7,NaN,NaN,NaN,NaN
3,8,NaN,NaN,NaN,NaN
3,9,NaN,NaN,NaN,NaN
3,10,NaN,NaN,NaN,NaN
3,11,NaN,NaN,NaN,NaN
3,12,NaN,NaN,NaN,NaN
3,13,NaN,NaN,NaN,NaN
3,14,NaN,NaN,NaN,NaN
4,0,642.4490966796875,589.9846801757812,119.6778564453125,24.4124755859375
4,1,672.6322631835938,220.7221221923828,13.021484375,19.857818603515625
4,2,369.32073974609375,98.64826965332031,11.874359130859375,15.684623718261719
4,3,641.127685546875,611.4268798828125,41.66119384765625,20.40667724609375
4,4,NaN,NaN,NaN,NaN
4,5,NaN,NaN,NaN,NaN
4,6,NaN,NaN,NaN,NaN
4,7,NaN,NaN,NaN,NaN
4,8,NaN,NaN,NaN,NaN
4,9,NaN,NaN,NaN,NaN
4,10,NaN,NaN,NaN,NaN
4,11,NaN,NaN,NaN,NaN
4,12,NaN,NaN,NaN,NaN
4,13,NaN,NaN,NaN,NaN
4,14,NaN,NaN,NaN,NaN
5,0,642.5220336914062,590.086669921875,119.9564208984375,24.36798095703125
5,1,672.7401123046875,223.48770141601562,13.17156982421875,20.321243286132812
5,2,369.3145751953125,98.615234375,11.854217529296875,15.633522033691406
5,3,641.2060546875,611.4117431640625,41.69561767578125,20.42657470703125
5,4,NaN,NaN,NaN,NaN
5,5,NaN,NaN,NaN,NaN
5,6,NaN,NaN,NaN,NaN
5,7,NaN,NaN,NaN,NaN
