Frame,ID,X,Y,Width,Height
0,0,NaN,NaN,NaN,NaN
0,1,NaN,NaN,NaN,NaN
0,2,NaN,NaN,NaN,NaN
0,3,NaN,NaN,NaN,NaN
0,4,NaN,NaN,NaN,NaN
0,5,NaN,NaN,NaN,NaN
0,6,NaN,NaN,NaN,NaN
0,7,NaN,NaN,NaN,NaN
0,8,NaN,NaN,NaN,NaN
0,9,NaN,NaN,NaN,NaN
0,10,NaN,NaN,NaN,NaN
0,11,NaN,NaN,NaN,NaN
0,12,NaN,NaN,NaN,NaN
0,13,NaN,NaN,NaN,NaN
0,14,NaN,NaN,NaN,NaN
0,15,NaN,NaN,NaN,NaN
0,16,NaN,NaN,NaN,NaN
0,17,NaN,NaN,NaN,NaN
1,0,677.2679443359375,212.598388671875,13.0489501953125,20.713272094726562
1,1,647.2073974609375,590.5345458984375,116.08770751953125,24.95758056640625
1,2,646.8359375,611.6992797851562,41.55474853515625,19.760498046875
1,3,354.682861328125,91.70079040527344,11.806732177734375,15.487022399902344
1,4,NaN,NaN,NaN,NaN
1,5,NaN,NaN,NaN,NaN
1,6,NaN,NaN,NaN,NaN
1,7,NaN,NaN,NaN,NaN
1,8,NaN,NaN,NaN,NaN
1,9,NaN,NaN,NaN,NaN
1,10,NaN,NaN,NaN,NaN
1,11,NaN,NaN,NaN,NaN
1,12,NaN,NaN,NaN,NaN
1,13,NaN,NaN,NaN,NaN
1,14,NaN,NaN,NaN,NaN
1,15,NaN,NaN,NaN,NaN
1,16,NaN,NaN,NaN,NaN
1,17,NaN,NaN,NaN,NaN
2,0,677.4360961914062,214.84881591796875,13.0892333984375,20.00201416015625
2,1,647.2071533203125,590.5240478515625,116.0750732421875,24.98480224609375
2,2,646.8124389648438,611.7156982421875,41.5517578125,19.7545166015625
2,3,354.5829772949219,91.70301818847656,11.8302001953125,15.508659362792969
2,4,NaN,NaN,NaN,NaN
2,5,NaN,NaN,NaN,NaN
2,6,NaN,NaN,NaN,NaN
2,7,NaN,NaN,NaN,NaN
2,8,NaN,NaN,NaN,NaN
2,9,NaN,NaN,NaN,NaN
2,10,NaN,NaN,NaN,NaN
2,11,NaN,NaN,NaN,NaN
2,12,NaN,NaN,NaN,NaN
2,13,NaN,NaN,NaN,NaN
2,14,NaN,NaN,NaN,NaN
2,15,NaN,NaN,NaN,NaN
