Frame,ID,X,Y,Width,Height
0,0,621.60986328125,588.9288940429688,117.77105712890625,23.73974609375
0,1,NaN,NaN,NaN,NaN
0,2,NaN,NaN,NaN,NaN
0,3,NaN,NaN,NaN,NaN
0,4,NaN,NaN,NaN,NaN
0,5,NaN,NaN,NaN,NaN
0,6,NaN,NaN,NaN,NaN
1,0,618.4063720703125,589.2849731445312,117.09136962890625,23.794921875
1,1,733.4969482421875,258.054931640625,13.749267578125,20.888153076171875
1,2,369.13671875,98.03193664550781,11.154754638671875,14.526832580566406
1,3,623.0640258789062,611.0811767578125,40.736328125,23.619873046875
1,4,NaN,NaN,NaN,NaN
1,5,NaN,NaN,NaN,NaN
1,6,NaN,NaN,NaN,NaN
2,0,617.5504150390625,589.5921630859375,116.787353515625,23.7677001953125
2,1,733.9674072265625,256.9781799316406,13.873779296875,20.642501831054688
2,2,369.143798828125,98.05259704589844,11.148162841796875,14.485618591308594
2,3,619.3836669921875,611.476806640625,40.68707275390625,23.50299072265625
2,4,NaN,NaN,NaN,NaN
2,5,NaN,NaN,NaN,NaN
2,6,NaN,NaN,NaN,NaN
3,0,617.7315063476562,589.8507080078125,116.7037353515625,23.77923583984375
3,1,734.720458984375,255.5153350830078,14.100830078125,21.319610595703125
3,2,369.07659912109375,98.05792999267578,11.232696533203125,14.41033935546875
3,3,618.44140625,611.708984375,41.06396484375,23.17791748046875
3,4,NaN,NaN,NaN,NaN
3,5,NaN,NaN,NaN,NaN
3,6,NaN,NaN,NaN,NaN
4,0,618.1612548828125,590.1155395507812,116.587158203125,23.8338623046875
4,1,735.4024047851562,254.40408325195312,13.66357421875,21.207534790039062
4,2,369.020751953125,98.03936767578125,11.280914306640625,14.326911926269531
4,3,618.463623046875,611.8700561523438,41.3236083984375,22.55908203125
4,4,NaN,NaN,NaN,NaN
4,5,NaN,NaN,NaN,NaN
4,6,NaN,NaN,NaN,NaN
5,0,618.95556640625,590.4194946289062,116.81597900390625,24.100341796875
5,1,736.02294921875,253.3887939453125,13.1859130859375,21.171737670898438
5,2,369.01544189453125,98.03363800048828,11.305023193359375,14.317398071289062
5,3,619.1595458984375,612.019287109375,41.29681396484375,22.01708984375
5,4,NaN,NaN,NaN,NaN
5,5,NaN,NaN,NaN,NaN
5,6,NaN,NaN,NaN,NaN
6,0,619.7982177734375,590.6771240234375,116.96673583984375,24.3126220703125
6,1,736.6416015625,252.36471557617188,12.91595458984375,21.35809326171875
6,2,369.01593017578125,98.00202941894531,11.317596435546875,14.376701354980469
6,3,619.8466796875,612.1053466796875,41.48138427734375,21.64764404296875
6,4,NaN,NaN,NaN,NaN
6,5,NaN,NaN,NaN,NaN
6,6,NaN,NaN,NaN,NaN
7,0,620.7572021484375,590.8392333984375,117.19854736328125,24.44287109375
7,1,737.2110595703125,251.31626892089844,12.97039794921875,21.431671142578125
7,2,369.0099182128906,98.00386810302734,11.3466796875,14.37933349609375
7,3,620.5440673828125,612.129638671875,41.61944580078125,21.40362548828125
7,4,NaN,NaN,NaN,NaN
7,5,NaN,NaN,NaN,NaN
7,6,NaN,NaN,NaN,NaN
8,0,621.6954345703125,591.0227661132812,117.09686279296875,24.6083984375
8,1,737.8179931640625,250.05908203125,13.23382568359375,21.2188720703125
8,2,369.01336669921875,98.0218276977539,11.372650146484375,14.385650634765625
8,3,621.21923828125,612.2186279296875,42.35491943359375,20.922119140625
8,4,NaN,NaN,NaN,NaN
8,5,NaN,NaN,NaN,NaN
8,6,NaN,NaN,NaN,NaN
9,0,622.4298095703125,591.190673828125,116.96197509765625,24.72357177734375
9,1,738.557373046875,249.0232391357422,13.6807861328125,21.062835693359375
9,2,369.03912353515625,98.00936889648438,11.33251953125,14.27056884765625
9,3,621.8914794921875,612.2437744140625,42.30889892578125,20.42132568359375
9,4,NaN,NaN,NaN,NaN
9,5,NaN,NaN,NaN,NaN
9,6,NaN,NaN,NaN,NaN
10,0,622.978759765625,591.3408203125,116.778076171875,24.77117919921875
10,1,739.2890625,247.83889770507812,14.06072998046875,20.77618408203125
10,2,369.01641845703125,97.98991394042969,11.39599609375,14.278282165527344
10,3,622.537353515625,612.2156982421875,42.13116455078125,20.24468994140625
10,4,NaN,NaN,NaN,NaN
10,5,NaN,NaN,NaN,NaN
10,6,NaN,NaN,NaN,NaN
11,0,623.3939208984375,591.4830932617188,116.66400146484375,24.8243408203125
11,1,740.1219482421875,246.39515686035156,13.92755126953125,20.645660400390625
11,2,368.9921875,97.97795867919922,11.438140869140625,14.3135986328125
11,3,622.8529052734375,612.260498046875,42.34844970703125,19.99835205078125
11,4,NaN,NaN,NaN,NaN
11,5,NaN,NaN,NaN,NaN
11,6,NaN,NaN,NaN,NaN
12,0,623.75927734375,591.6839599609375,116.4364013671875,24.91168212890625
12,1,740.9479370117188,245.35751342773438,13.650390625,20.890548706054688
12,2,368.99542236328125,97.99241638183594,11.450469970703125,14.30426025390625
12,3,623.0343017578125,612.3453369140625,42.416015625,19.73883056640625
12,4,NaN,NaN,NaN,NaN
12,5,NaN,NaN,NaN,NaN
12,6,NaN,NaN,NaN,NaN
13,0,624.0689697265625,591.8680419921875,116.2928466796875,25.09307861328125
13,1,741.5635986328125,244.31173706054688,13.37933349609375,20.945541381835938
13,2,368.99755859375,97.97676086425781,11.46160888671875,14.335441589355469
13,3,623.2950439453125,612.4329833984375,42.45098876953125,19.42523193359375
13,4,NaN,NaN,NaN,NaN
13,5,NaN,NaN,NaN,NaN
13,6,NaN,NaN,NaN,NaN
14,0,624.0205078125,592.3344116210938,116.98663330078125,24.8045654296875
14,1,742.1278076171875,243.2099609375,13.63604736328125,20.440597534179688
14,2,368.98138427734375,97.95608520507812,11.473236083984375,14.397613525390625
14,3,623.4898071289062,612.5740356445312,42.3082275390625,19.156982421875
14,4,NaN,NaN,NaN,NaN
14,5,NaN,NaN,NaN,NaN
14,6,NaN,NaN,NaN,NaN
15,0,623.9803466796875,592.7896118164062,117.21356201171875,24.36474609375
15,1,742.6986083984375,241.80154418945312,13.99676513671875,20.893524169921875
15,2,368.9814758300781,97.96819305419922,11.51898193359375,14.461318969726562
15,3,623.542236328125,612.7073974609375,42.09210205078125,19.01177978515625
15,4,NaN,NaN,NaN,NaN
15,5,NaN,NaN,NaN,NaN
15,6,NaN,NaN,NaN,NaN
16,0,623.9186401367188,593.3143310546875,117.3740234375,23.90155029296875
16,1,743.4200439453125,240.50384521484375,13.73480224609375,20.792800903320312
16,2,369.0047302246094,98.02592468261719,11.62017822265625,14.421806335449219
16,3,623.5556640625,612.9269409179688,41.93597412109375,18.8636474609375
