Frame,ID,X,Y,Width,Height
0,0,635.6685791015625,612.9572143554688,39.8480224609375,20.5064697265625
0,1,635.8734130859375,591.2496948242188,117.19903564453125,25.0018310546875
0,2,NaN,NaN,NaN,NaN
0,3,NaN,NaN,NaN,NaN
0,4,NaN,NaN,NaN,NaN
0,5,NaN,NaN,NaN,NaN
0,6,NaN,NaN,NaN,NaN
0,7,NaN,NaN,NaN,NaN
0,8,NaN,NaN,NaN,NaN
0,9,NaN,NaN,NaN,NaN
0,10,NaN,NaN,NaN,NaN
0,11,NaN,NaN,NaN,NaN
1,0,633.0975952148438,613.8988037109375,39.712158203125,19.60467529296875
1,1,633.1392822265625,592.0977172851562,116.57452392578125,25.4627685546875
1,2,357.3138427734375,95.35787963867188,11.75054931640625,14.240898132324219
1,3,627.37890625,288.5464782714844,14.19708251953125,21.3197021484375
1,4,NaN,NaN,NaN,NaN
1,5,NaN,NaN,NaN,NaN
1,6,NaN,NaN,NaN,NaN
1,7,NaN,NaN,NaN,NaN
1,8,NaN,NaN,NaN,NaN
1,9,NaN,NaN,NaN,NaN
1,10,NaN,NaN,NaN,NaN
1,11,NaN,NaN,NaN,NaN
2,0,632.3287353515625,613.895751953125,39.86480712890625,19.82476806640625
2,1,632.197021484375,592.2371826171875,116.2335205078125,25.10784912109375
2,2,357.3421325683594,95.37715148925781,11.7518310546875,14.24078369140625
2,3,626.97021484375,288.7684631347656,14.05413818359375,21.1923828125
2,4,NaN,NaN,NaN,NaN
2,5,NaN,NaN,NaN,NaN
2,6,NaN,NaN,NaN,NaN
2,7,NaN,NaN,NaN,NaN
2,8,NaN,NaN,NaN,NaN
2,9,NaN,NaN,NaN,NaN
2,10,NaN,NaN,NaN,NaN
2,11,NaN,NaN,NaN,NaN
3,0,632.2550048828125,613.39990234375,39.76763916015625,20.4990234375
3,1,631.705810546875,591.5493774414062,115.99993896484375,24.7928466796875
3,2,357.31744384765625,95.36327362060547,11.752777099609375,14.239700317382812
3,3,626.738037109375,289.07672119140625,13.99908447265625,21.098114013671875
3,4,NaN,NaN,NaN,NaN
3,5,NaN,NaN,NaN,NaN
3,6,NaN,NaN,NaN,NaN
3,7,NaN,NaN,NaN,NaN
3,8,NaN,NaN,NaN,NaN
3,9,NaN,NaN,NaN,NaN
3,10,NaN,NaN,NaN,NaN
3,11,NaN,NaN,NaN,NaN
4,0,632.23388671875,613.027099609375,39.48095703125,20.9183349609375
4,1,631.5418090820312,591.065185546875,116.03857421875,24.82867431640625
4,2,357.2746276855469,95.33404541015625,11.75146484375,14.233161926269531
4,3,626.6103515625,289.38623046875,14.0133056640625,20.981475830078125
4,4,NaN,NaN,NaN,NaN
4,5,NaN,NaN,NaN,NaN
4,6,NaN,NaN,NaN,NaN
4,7,NaN,NaN,NaN,NaN
4,8,NaN,NaN,NaN,NaN
4,9,NaN,NaN,NaN,NaN
4,10,NaN,NaN,NaN,NaN
4,11,NaN,NaN,NaN,NaN
5,0,632.6167602539062,612.5159912109375,39.4989013671875,21.58441162109375
