Frame,ID,X,Y,Width,Height
0,0,630.0894165039062,612.2764282226562,39.759765625,20.7236328125
0,1,630.359375,591.1461181640625,117.88885498046875,24.70721435546875
0,2,NaN,NaN,NaN,NaN
0,3,NaN,NaN,NaN,NaN
0,4,NaN,NaN,NaN,NaN
0,5,NaN,NaN,NaN,NaN
0,6,NaN,NaN,NaN,NaN
0,7,NaN,NaN,NaN,NaN
0,8,NaN,NaN,NaN,NaN
1,0,627.7166748046875,612.9909057617188,39.7783203125,19.867919921875
1,1,627.8966674804688,592.256591796875,117.6142578125,24.68756103515625
1,2,371.59271240234375,102.95358276367188,10.79742431640625,13.607070922851562
1,3,618.5382080078125,289.35711669921875,14.25909423828125,21.27001953125
1,4,NaN,NaN,NaN,NaN
1,5,NaN,NaN,NaN,NaN
1,6,NaN,NaN,NaN,NaN
1,7,NaN,NaN,NaN,NaN
1,8,NaN,NaN,NaN,NaN
2,0,626.9327392578125,613.01513671875,40.41253662109375,19.8421630859375
2,1,626.9288330078125,592.5457763671875,117.20458984375,23.8863525390625
2,2,371.63372802734375,102.97216796875,10.7745361328125,13.582595825195312
2,3,618.2911376953125,289.7350158691406,14.3895263671875,21.22283935546875
2,4,NaN,NaN,NaN,NaN
2,5,NaN,NaN,NaN,NaN
2,6,NaN,NaN,NaN,NaN
2,7,NaN,NaN,NaN,NaN
2,8,NaN,NaN,NaN,NaN
3,0,626.6483154296875,612.557861328125,40.34869384765625,20.52862548828125
3,1,625.9337158203125,591.603271484375,115.61016845703125,24.7886962890625
3,2,371.603759765625,102.95713806152344,10.770721435546875,13.574790954589844
3,3,618.0711669921875,290.01727294921875,14.42095947265625,21.0284423828125
3,4,NaN,NaN,NaN,NaN
3,5,NaN,NaN,NaN,NaN
3,6,NaN,NaN,NaN,NaN
3,7,NaN,NaN,NaN,NaN
3,8,NaN,NaN,NaN,NaN
4,0,626.711181640625,612.1329956054688,40.16845703125,21.0086669921875
4,1,626.017333984375,591.1210327148438,116.44525146484375,24.297119140625
4,2,371.51910400390625,102.90498352050781,10.7784423828125,13.578720092773438
4,3,617.84375,290.2001953125,14.49432373046875,20.85064697265625
4,4,NaN,NaN,NaN,NaN
4,5,NaN,NaN,NaN,NaN
4,6,NaN,NaN,NaN,NaN
4,7,NaN,NaN,NaN,NaN
4,8,NaN,NaN,NaN,NaN
5,0,626.74169921875,611.7568359375,39.79144287109375,21.56842041015625
5,1,626.2078857421875,590.38671875,116.85003662109375,24.41632080078125
5,2,371.4969482421875,102.89448547363281,10.782989501953125,13.583549499511719
5,3,617.8787841796875,290.227783203125,14.5240478515625,20.787200927734375
5,4,NaN,NaN,NaN,NaN
5,5,NaN,NaN,NaN,NaN
5,6,NaN,NaN,NaN,NaN
5,7,NaN,NaN,NaN,NaN
5,8,NaN,NaN,NaN,NaN
6,0,626.7791748046875,611.2269287109375,39.70782470703125,22.38446044921875
6,1,626.399169921875,589.7421264648438,117.11798095703125,24.110595703125
6,2,371.48248291015625,102.88148498535156,10.77850341796875,13.576087951660156
6,3,617.9925537109375,290.2041015625,14.50421142578125,20.779388427734375
6,4,NaN,NaN,NaN,NaN
6,5,NaN,NaN,NaN,NaN
6,6,NaN,NaN,NaN,NaN
6,7,NaN,NaN,NaN,NaN
6,8,NaN,NaN,NaN,NaN
7,0,626.8085327148438,610.876953125,39.581787109375,22.96173095703125
7,1,626.2635498046875,589.039306640625,117.14605712890625,24.0784912109375
7,2,371.469970703125,102.864013671875,10.777008056640625,13.573387145996094
7,3,618.2725830078125,289.7396240234375,14.44183349609375,20.607330322265625
7,4,NaN,NaN,NaN,NaN
7,5,NaN,NaN,NaN,NaN
7,6,NaN,NaN,NaN,NaN
7,7,NaN,NaN,NaN,NaN
7,8,NaN,NaN,NaN,NaN
8,0,626.891845703125,610.5910034179688,39.40533447265625,23.46630859375
8,1,626.357177734375,588.5230102539062,117.59527587890625,24.362060546875
